raceId,driverId,constructorId,position
880,17,9,2
865,17,9,2
874,17,9,2
16,17,9,2
345,17,9,2
346,17,9,2
352,17,9,2
846,18,1,2
860,18,1,2
56,18,11,2
54,18,11,2
872,18,1,2
82,18,16,2
855,18,1,2
843,18,1,2
97,18,16,2
88,18,16,2
7,18,23,2
350,18,1,2
879,18,1,2
861,18,1,2
1011,20,6,2
987,20,6,2
970,20,6,2
891,20,9,2
973,20,6,2
980,20,6,2
351,20,9,2
849,20,9,2
856,20,9,2
969,20,6,2
1001,20,6,2
1029,20,6,2
875,20,9,2
998,20,6,2
5,20,9,2
14,20,9,2
901,20,9,2
908,20,9,2
927,20,6,2
985,20,6,2
929,20,6,2
1022,20,6,2
951,20,6,2
883,20,9,2
354,20,9,2
977,20,6,2
888,20,9,2
910,20,9,2
1028,20,6,2
974,20,6,2
890,20,9,2
1002,20,6,2
975,20,6,2
869,20,9,2
897,20,9,2
845,20,9,2
10,20,9,2
341,20,9,2
17,20,9,2
895,20,9,2
994,20,6,2
1008,20,6,2
1006,20,6,2
216,21,17,2
68,21,4,2
55,21,4,2
84,21,4,2
89,21,4,2
61,21,4,2
58,21,4,2
8,22,23,2
92,22,6,2
108,22,6,2
1,22,23,2
9,22,23,2
90,22,6,2
100,22,6,2
122,22,6,2
102,22,6,2
140,22,6,2
225,22,17,2
112,22,6,2
111,23,3,2
95,23,3,2
106,23,3,2
119,23,3,2
156,23,3,2
120,23,3,2
226,30,6,2
160,30,6,2
78,30,6,2
103,30,6,2
67,30,6,2
193,30,6,2
240,30,22,2
66,30,6,2
258,30,22,2
251,30,22,2
98,30,6,2
199,30,6,2
73,30,6,2
244,30,22,2
267,30,22,2
211,30,6,2
246,30,22,2
208,30,6,2
259,30,22,2
64,30,6,2
248,30,22,2
264,30,22,2
257,30,22,2
116,30,6,2
272,30,22,2
69,30,6,2
247,30,22,2
99,30,6,2
57,30,6,2
93,30,6,2
115,31,3,2
107,31,3,2
125,31,3,2
123,31,3,2
94,31,3,2
121,31,3,2
101,31,3,2
104,31,3,2
85,31,1,2
87,31,1,2
117,31,3,2
83,31,1,2
213,35,3,2
227,35,3,2
230,35,3,2
215,49,3,2
212,49,3,2
161,49,17,2
214,49,3,2
210,49,3,2
207,49,3,2
209,49,3,2
250,55,6,2
243,55,6,2
200,55,15,2
255,55,6,2
265,55,6,2
262,55,6,2
173,57,1,2
270,71,3,2
224,71,3,2
245,71,3,2
253,71,3,2
271,71,3,2
241,71,3,2
254,71,3,2
261,71,3,2
252,71,3,2
269,71,3,2
229,71,3,2
228,71,3,2
266,71,3,2
268,77,6,2
242,77,6,2
263,95,3,2
870,154,208,2
871,155,15,2
1106,807,210,2
864,813,3,2
873,813,3,2
1081,815,9,2
1098,815,9,2
955,815,10,2
1053,815,9,2
1125,815,9,2
1091,815,9,2
1124,815,9,2
1096,815,9,2
962,817,9,2
903,817,9,2
939,817,9,2
900,817,9,2
950,817,9,2
1005,822,131,2
907,822,3,2
1030,822,131,2
1062,822,131,2
1067,822,131,2
1021,822,131,2
1072,822,131,2
1045,822,131,2
1033,822,131,2
1058,822,131,2
993,822,131,2
1042,822,131,2
1015,822,131,2
909,822,3,2
1039,822,131,2
976,822,131,2
1036,822,131,2
1038,822,131,2
995,822,131,2
1047,822,131,2
984,822,131,2
1034,822,131,2
1037,822,131,2
1017,822,131,2
999,822,131,2
1000,822,131,2
1009,822,131,2
996,822,131,2
1010,822,131,2
1112,830,9,2
1138,830,9,2
1089,830,9,2
960,830,9,2
1079,830,9,2
1007,830,9,2
1020,830,9,2
1109,830,9,2
1044,830,9,2
1140,830,9,2
1095,830,9,2
1130,830,9,2
1139,830,9,2
1085,830,9,2
1040,830,9,2
1074,830,9,2
1055,830,9,2
1083,830,9,2
981,830,9,2
1101,830,9,2
1135,830,9,2
1003,830,9,2
986,830,9,2
1071,830,9,2
1056,830,9,2
982,830,9,2
1051,830,9,2
1032,830,9,2
1076,830,9,2
1129,830,9,2
1061,830,9,2
1080,832,6,2
1123,832,6,2
1087,832,6,2
1105,832,6,2
1078,832,6,2
1086,832,6,2
1142,832,6,2
1117,832,6,2
1119,832,6,2
1066,832,6,2
1026,844,6,2
1084,844,6,2
1134,844,6,2
1027,844,6,2
1088,844,6,2
1120,844,6,2
1122,844,6,2
1099,844,6,2
1126,844,6,2
1118,844,6,2
1092,844,6,2
1110,844,6,2
1075,844,6,2
1077,844,6,2
1121,844,6,2
1093,844,6,2
1107,844,6,2
1111,846,1,2
1060,846,1,2
1131,846,1,2
1108,846,1,2
1116,846,1,2
1113,847,131,2
1100,847,131,2
1063,847,3,2
1115,847,131,2
1141,847,131,2
1094,847,131,2
1046,847,131,2
1143,847,131,2
1144,857,1,2
1128,857,1,2
1136,857,1,2
1133,857,1,2
1127,857,1,2
1137,857,1,2
1114,857,1,2
1047,1,131,3
15,1,1,3
23,1,1,3
953,1,131,3
1029,1,131,3
1100,1,131,3
352,1,1,3
1138,1,131,3
855,1,1,3
875,1,1,3
1063,1,131,3
25,1,1,3
351,1,1,3
843,1,1,3
1011,1,131,3
1094,1,131,3
1007,1,131,3
1002,1,131,3
845,1,1,3
895,1,131,3
880,1,131,3
1115,1,131,3
345,1,1,3
977,1,131,3
876,1,1,3
341,1,1,3
1091,1,131,3
20,1,1,3
986,1,131,3
1058,1,131,3
1116,1,131,3
896,1,131,3
22,1,1,3
1021,1,131,3
1022,1,131,3
848,1,1,3
994,1,131,3
1130,1,131,3
962,1,131,3
46,2,2,3
67,2,2,3
36,2,2,3
41,2,2,3
12,2,2,3
844,3,131,3
865,3,131,3
901,3,131,3
907,3,131,3
927,3,131,3
929,3,131,3
14,3,3,3
897,3,131,3
54,3,3,3
900,3,131,3
44,4,1,3
337,4,6,3
66,4,4,3
82,4,4,3
353,4,6,3
78,4,4,3
346,4,6,3
338,4,6,3
883,4,6,3
340,4,6,3
49,4,1,3
84,4,4,3
882,4,6,3
348,4,6,3
355,4,6,3
103,4,4,3
75,4,4,3
864,4,6,3
849,4,6,3
1099,4,117,3
63,4,4,3
881,4,6,3
85,4,4,3
112,4,4,3
899,4,6,3
1125,4,117,3
55,4,4,3
1106,4,117,3
866,4,6,3
19,5,1,3
30,5,1,3
33,5,1,3
27,5,1,3
18,5,1,3
89,8,1,3
32,8,6,3
118,8,1,3
1006,8,6,3
24,8,6,3
26,8,6,3
945,8,6,3
13,8,6,3
35,8,6,3
932,8,6,3
37,8,6,3
1000,8,6,3
950,8,6,3
47,8,6,3
61,8,1,3
939,8,6,3
999,8,6,3
38,8,6,3
107,8,1,3
39,8,6,3
987,8,6,3
52,8,6,3
50,8,6,3
964,8,6,3
59,8,1,3
976,8,6,3
43,8,6,3
998,8,6,3
967,8,6,3
80,8,1,3
960,8,6,3
29,9,2,3
349,9,4,3
102,11,16,3
94,11,16,3
98,11,16,3
21,13,6,3
350,13,6,3
847,13,6,3
57,13,6,3
926,13,3,3
34,13,6,3
51,13,6,3
42,13,6,3
48,13,6,3
909,13,3,3
45,13,6,3
347,13,6,3
872,13,6,3
934,13,3,3
917,13,3,3
64,13,6,3
28,13,6,3
40,13,6,3
247,14,3,3
99,14,1,3
140,14,1,3
173,14,1,3
266,14,3,3
244,14,3,3
212,14,1,3
245,14,3,3
240,14,3,3
248,14,3,3
269,14,3,3
246,14,3,3
242,14,3,3
160,14,1,3
70,15,7,3
97,15,4,3
96,15,4,3
73,15,7,3
83,15,7,3
16,16,10,3
846,17,9,3
863,17,9,3
31,17,9,3
3,17,9,3
110,17,19,3
106,17,19,3
841,17,9,3
891,17,9,3
852,17,9,3
888,17,9,3
894,17,9,3
17,17,9,3
879,17,9,3
842,17,9,3
878,17,9,3
10,17,9,3
76,17,3,3
354,17,9,3
8,17,9,3
857,17,9,3
120,17,19,3
77,17,3,3
71,17,3,3
869,17,9,3
874,18,1,3
81,18,16,3
858,18,1,3
9,18,23,3
854,18,1,3
851,18,1,3
101,18,16,3
74,18,16,3
859,18,1,3
53,18,11,3
908,18,1,3
95,18,16,3
856,18,1,3
79,18,16,3
105,18,16,3
100,18,16,3
853,18,1,3
873,20,9,3
911,20,9,3
961,20,6,3
971,20,6,3
1027,20,6,3
928,20,6,3
949,20,6,3
944,20,6,3
996,20,6,3
931,20,6,3
4,20,9,3
903,20,9,3
933,20,6,3
938,20,6,3
989,20,6,3
1009,20,6,3
1014,20,6,3
877,20,9,3
997,20,6,3
1003,20,6,3
342,20,9,3
1,20,9,3
1013,20,6,3
1012,20,6,3
2,20,9,3
884,20,9,3
343,20,9,3
850,20,9,3
906,20,9,3
885,20,9,3
978,20,6,3
943,20,6,3
936,20,6,3
1025,20,6,3
344,20,9,3
1010,20,6,3
984,20,6,3
887,20,9,3
930,20,6,3
870,20,9,3
993,20,6,3
1004,20,6,3
339,20,9,3
954,20,6,3
948,20,6,3
988,20,6,3
1024,20,6,3
86,21,4,3
87,21,4,3
62,21,4,3
72,21,4,3
88,21,4,3
65,22,11,3
213,22,24,3
176,22,24,3
6,22,23,3
111,22,6,3
11,22,23,3
5,22,23,3
121,22,6,3
7,22,23,3
125,22,6,3
119,22,6,3
91,22,6,3
68,22,11,3
56,22,11,3
69,23,7,3
116,23,3,3
214,23,17,3
109,30,6,3
175,30,6,3
104,30,6,3
60,30,6,3
191,30,6,3
256,30,22,3
230,30,6,3
861,30,131,3
241,30,22,3
868,30,131,3
177,30,6,3
254,30,22,3
249,30,22,3
115,30,6,3
158,30,6,3
117,30,6,3
227,30,6,3
252,30,22,3
263,30,22,3
253,30,22,3
58,30,6,3
210,30,6,3
862,30,131,3
207,30,6,3
114,31,3,3
108,31,3,3
113,31,3,3
90,31,3,3
93,31,3,3
156,31,3,3
92,31,3,3
225,35,3,3
199,35,3,3
201,35,3,3
228,35,3,3
211,35,3,3
226,35,3,3
123,43,7,3
122,44,7,3
209,44,20,3
271,49,15,3
192,49,3,3
257,55,6,3
229,55,22,3
224,56,6,3
255,57,1,3
250,57,1,3
261,57,1,3
216,57,1,3
200,57,1,3
161,57,1,3
215,57,1,3
193,57,1,3
203,71,17,3
272,71,3,3
258,71,3,3
268,71,3,3
267,71,3,3
265,71,3,3
262,77,6,3
243,77,6,3
264,77,6,3
208,77,22,3
259,77,6,3
251,77,6,3
270,95,3,3
898,154,208,3
890,154,208,3
860,154,208,3
893,154,208,3
1035,807,211,3
956,807,10,3
892,807,15,3
871,813,3,3
867,813,3,3
1076,815,9,3
1110,815,9,3
1060,815,9,3
1087,815,9,3
1123,815,9,3
1101,815,9,3
1085,815,9,3
1122,815,9,3
1069,815,9,3
1044,815,211,3
1080,815,9,3
1134,815,9,3
902,817,9,3
942,817,9,3
955,817,9,3
952,817,9,3
959,817,9,3
968,817,9,3
981,817,9,3
982,817,9,3
965,817,9,3
904,817,9,3
913,817,9,3
905,817,9,3
958,817,9,3
969,822,131,3
979,822,131,3
1008,822,131,3
951,822,3,3
1026,822,131,3
1020,822,131,3
973,822,131,3
937,822,3,3
912,822,3,3
914,822,3,3
1071,822,131,3
918,822,3,3
1061,822,131,3
975,822,131,3
915,822,3,3
990,822,131,3
910,822,3,3
972,822,131,3
970,822,131,3
980,822,131,3
1055,822,131,3
1059,822,131,3
1051,822,131,3
1023,822,131,3
941,822,3,3
1040,822,131,3
916,822,3,3
992,822,131,3
1052,822,131,3
1056,822,131,3
1064,822,131,3
974,822,131,3
991,822,131,3
886,822,3,3
940,822,3,3
985,822,131,3
1042,830,9,3
1034,830,9,3
1046,830,9,3
1067,830,9,3
1081,830,9,3
1133,830,9,3
983,830,9,3
1043,830,9,3
1119,830,9,3
1070,830,9,3
1018,830,9,3
1045,830,9,3
1117,830,9,3
1039,830,9,3
1005,830,9,3
1028,830,9,3
963,830,9,3
1036,830,9,3
966,830,9,3
957,830,9,3
1065,830,9,3
1031,830,9,3
995,830,9,3
1037,830,9,3
1072,830,9,3
1053,830,9,3
1030,830,9,3
1054,830,9,3
1078,830,9,3
1062,830,9,3
1015,830,9,3
1041,830,9,3
1057,830,9,3
1093,830,9,3
1144,832,6,3
1084,832,6,3
1089,832,6,3
1137,832,6,3
1075,832,6,3
1079,832,6,3
1128,832,6,3
1082,832,6,3
1102,832,6,3
1038,832,1,3
1126,832,6,3
1092,832,6,3
1107,832,6,3
1088,832,6,3
1032,832,1,3
1074,832,6,3
1139,832,6,3
1001,839,10,3
1118,840,117,3
1033,840,211,3
1142,842,214,3
1083,844,6,3
1113,844,6,3
1017,844,6,3
1112,844,6,3
1104,844,6,3
1016,844,6,3
1086,844,6,3
1019,844,6,3
1096,844,6,3
1098,844,6,3
1105,846,1,3
1073,846,1,3
1140,846,1,3
1077,846,1,3
1143,846,1,3
1124,846,1,3
1127,846,1,3
1129,846,1,3
1114,846,1,3
1109,846,1,3
1132,846,1,3
1066,847,3,3
1131,847,131,3
1136,847,131,3
1095,847,131,3
1111,847,131,3
1121,847,131,3
1141,852,215,3
1135,857,1,3
1108,857,1,3
1120,857,1,3
991,1,131,4
1106,1,131,4
897,1,131,4
10,1,1,4
854,1,1,4
1027,1,131,4
1088,1,131,4
1026,1,131,4
1082,1,131,4
883,1,131,4
354,1,1,4
972,1,131,4
337,1,1,4
39,1,1,4
26,1,1,4
37,1,1,4
49,1,1,4
865,1,1,4
1066,1,131,4
1134,1,131,4
995,1,131,4
859,1,1,4
19,1,1,4
36,1,1,4
1110,1,131,4
35,1,1,4
844,1,1,4
881,1,131,4
353,1,1,4
1060,1,131,4
346,1,1,4
990,1,131,4
1085,1,131,4
979,1,131,4
45,2,2,4
73,2,3,4
113,2,15,4
48,2,2,4
903,3,131,4
891,3,131,4
843,3,131,4
938,3,131,4
340,3,131,4
882,3,131,4
890,3,131,4
886,3,131,4
875,4,6,4
853,4,6,4
344,4,6,4
52,4,1,4
115,4,4,4
51,4,1,4
845,4,6,4
53,4,4,4
1100,4,117,4
850,4,6,4
345,4,6,4
95,4,4,4
1122,4,117,4
104,4,4,4
901,4,6,4
848,4,6,4
70,4,4,4
846,4,6,4
857,4,6,4
38,4,1,4
341,4,6,4
911,4,6,4
1118,4,117,4
34,4,4,4
1115,4,117,4
33,4,4,4
907,4,6,4
24,4,4,4
47,4,1,4
25,4,4,4
13,5,1,4
23,5,1,4
31,7,5,4
884,8,208,4
1004,8,6,4
871,8,208,4
83,8,1,4
96,8,1,4
949,8,6,4
22,8,6,4
42,8,6,4
41,8,6,4
973,8,6,4
1009,8,6,4
982,8,6,4
994,8,6,4
1008,8,6,4
948,8,6,4
975,8,6,4
968,8,6,4
961,8,6,4
980,8,6,4
951,8,6,4
970,8,6,4
997,8,6,4
46,8,6,4
110,8,1,4
1005,8,6,4
55,8,1,4
30,8,6,4
140,8,1,4
29,8,6,4
101,8,1,4
888,8,208,4
117,8,1,4
969,8,6,4
977,8,6,4
20,8,6,4
993,8,6,4
121,8,1,4
929,8,6,4
21,9,2,4
352,9,4,4
1,9,2,4
43,9,2,4
32,9,2,4
28,9,2,4
106,11,16,4
50,13,6,4
851,13,6,4
880,13,6,4
18,13,6,4
56,13,6,4
892,13,6,4
107,13,15,4
60,13,6,4
914,13,3,4
105,13,15,4
348,13,6,4
67,13,6,4
852,13,6,4
912,13,3,4
5,13,6,4
44,13,6,4
342,13,6,4
933,13,3,4
58,13,6,4
928,13,3,4
916,13,3,4
918,13,3,4
849,13,6,4
855,13,6,4
207,14,1,4
199,14,1,4
228,14,1,4
161,14,1,4
103,14,1,4
109,14,1,4
243,14,3,4
61,15,7,4
69,15,7,4
8,15,7,4
16,15,7,4
63,15,7,4
112,15,4,4
27,15,7,4
77,15,7,4
119,15,4,4
94,15,4,4
86,15,7,4
114,15,4,4
15,16,10,4
339,16,10,4
861,17,9,4
893,17,9,4
350,17,9,4
847,17,9,4
347,17,9,4
72,17,3,4
858,17,9,4
885,17,9,4
7,17,9,4
899,17,9,4
866,17,9,4
896,17,9,4
74,17,3,4
887,17,9,4
856,17,9,4
14,17,9,4
89,18,16,4
65,18,11,4
4,18,23,4
351,18,1,4
355,18,1,4
915,18,1,4
343,18,1,4
102,18,16,4
873,18,1,4
841,18,1,4
870,18,1,4
87,18,16,4
68,18,11,4
99,18,16,4
842,18,1,4
863,18,1,4
85,18,16,4
90,18,16,4
338,18,1,4
98,18,16,4
64,18,11,4
876,18,1,4
11,20,9,4
