raceId,driverId,constructorId,grid,positionOrder,points,statusId
raceId,driverId,constructorId,,,0,
913,818,5,12,6,8,1
928,822,3,5,6,8,1
1073,822,131,6,6,8,1
1069,822,131,9,6,8,1
1074,822,51,6,6,8,1
1079,822,51,7,6,8,1
914,822,3,3,6,8,1
955,822,3,8,6,8,1
961,822,3,5,6,8,1
970,822,131,3,6,8,1
1010,825,210,7,6,8,1
993,825,210,7,6,8,11
996,825,210,9,6,8,1
934,826,9,7,6,8,1
939,826,9,4,6,8,1
256,83,18,17,6,1,13
1027,830,9,4,6,8,1
1044,830,9,2,6,8,1
949,830,5,10,6,8,1
1095,830,9,3,6,8,1
989,830,9,4,6,8,1
1128,830,9,6,6,8,1
1140,830,9,2,6,8,1
962,830,9,4,6,8,1
1144,830,9,4,6,8,1
1136,830,9,7,6,8,1
941,831,15,12,6,8,1
1114,832,6,6,6,8,1
1143,832,6,7,6,8,1
1042,832,1,7,6,8,11
1070,832,6,6,6,8,11
1058,832,6,12,6,8,11
1061,832,6,10,6,8,1
1133,832,6,4,6,8,1
1009,832,4,11,6,8,1
1036,832,1,7,6,8,11
1047,832,1,6,6,8,1
965,832,5,10,6,8,1
1071,832,6,3,6,8,1
1019,832,1,13,6,8,1
1015,832,1,9,6,8,1
1025,832,1,5,6,8,1
1099,832,6,4,6,8,1
952,832,5,8,6,8,1
967,832,5,15,6,8,1
1130,832,6,6,6,8,1
1065,832,6,6,6,8,1
1017,832,1,6,6,8,1
1118,832,6,7,6,8,1
974,832,5,6,6,8,1
1134,832,6,7,6,8,1
1107,832,6,3,6,8,1
1119,832,6,12,6,8,1
982,835,4,11,6,8,1
1075,839,214,5,6,8,1
975,839,10,9,6,8,1
997,839,10,11,6,8,11
984,839,10,5,6,8,1
994,839,10,6,6,8,1
1002,839,10,8,6,8,1
976,839,10,7,6,8,1
985,839,10,6,6,8,1
1034,839,4,9,6,8,1
1082,839,214,7,6,8,1
981,839,10,3,6,8,1
1001,839,10,3,6,8,1
443,84,25,11,6,0,2
414,84,25,16,6,1,12
227,84,17,11,6,1,1
231,84,17,9,6,1,11
358,84,34,4,6,1,12
269,84,1,7,6,1,1
367,84,34,12,6,1,11
286,84,27,11,6,1,11
278,84,27,13,6,1,12
233,84,17,8,6,1,11
288,84,27,8,6,1,11
1091,840,117,11,6,8,1
1105,840,117,5,6,8,1
1123,840,117,9,6,8,1
1035,840,211,6,6,8,1
1098,840,117,8,6,8,1
1051,840,117,12,6,8,1
986,840,3,11,6,8,11
1072,842,213,6,6,8,1
1041,842,213,12,6,8,1
1021,842,9,6,6,8,11
1113,842,214,12,6,8,1
1116,842,214,7,6,8,1
1000,842,5,6,6,8,1
1014,842,9,6,6,8,1
1045,842,213,8,6,8,1
1056,842,213,6,6,8,1
1063,842,213,6,6,4,1
1067,842,213,4,6,8,1
1012,842,9,6,6,9,1
1052,844,6,4,6,8,1
1086,844,6,3,6,8,1
1094,844,6,7,6,8,1
1104,844,6,6,6,8,1
1040,844,6,10,6,8,1
992,844,15,13,6,8,1
1054,844,6,8,6,8,1
1026,844,6,2,6,8,11
1077,844,6,2,6,8,1
1087,844,6,15,6,8,1
1141,846,1,1,6,8,1
1018,846,1,5,6,8,11
1093,846,1,6,6,8,1
1011,846,1,9,6,8,1
1142,846,1,6,6,9,1
1083,846,1,6,6,8,1
1100,846,1,13,6,8,1
1096,846,1,7,6,9,1
1121,846,1,7,6,8,1
1080,846,1,5,6,9,1
1039,846,1,11,6,8,1
1117,847,131,8,6,8,1
1122,847,131,7,6,8,1
1125,847,131,8,6,8,1
1109,847,131,18,6,8,1
1110,847,131,8,6,8,1
1139,847,131,20,6,8,1
1037,848,9,5,6,8,1
1046,848,9,12,6,8,1
1030,848,9,5,6,8,1
1024,848,9,6,6,8,1
1020,848,5,16,6,8,1
1023,848,9,8,6,8,1
1062,852,213,16,6,8,1
1084,854,210,9,6,8,11
1120,857,1,3,6,8,1
240,87,1,9,6,1,11
315,87,34,13,6,1,1
334,88,33,15,6,1,1
248,88,27,18,6,1,11
328,88,33,9,6,1,11
305,88,33,21,6,1,12
343,9,4,7,6,8,1
34,9,2,11,6,3,1
38,9,2,6,6,3,1
30,9,2,8,6,3,1
403,90,39,25,6,1,13
257,91,15,7,6,1,12
283,91,15,17,6,1,11
279,91,15,9,6,1,11
294,92,33,15,6,1,11
313,92,17,11,6,1,1
312,92,17,17,6,1,11
292,94,35,13,6,1,12
371,94,18,3,6,1,13
293,94,35,15,6,1,11
377,94,18,16,6,1,11
309,95,3,2,6,1,10
428,95,3,10,6,1,1
458,95,32,14,6,1,11
444,95,32,1,6,1,6
442,95,32,7,6,1,12
430,95,3,7,6,1,11
489,95,32,11,6,1,1
424,95,3,16,6,1,1
388,95,3,1,6,1,11
251,96,15,14,6,1,11
359,99,39,17,6,1,11
1056,1,131,7,7,7,1
1128,1,131,7,7,7,1
1119,1,131,10,7,6,1
897,1,131,4,7,6,1
974,1,131,13,7,6,1
52,1,1,2,7,2,11
857,1,1,5,7,6,1
2,1,1,12,7,1,1
1121,1,131,9,7,6,1
950,1,131,22,7,6,1
1029,1,131,3,7,6,1
31,1,1,15,7,2,1
1038,1,131,1,7,7,1
97,10,17,16,7,2,12
34,10,7,12,7,2,1
4,10,7,2,7,2,1
3,10,7,19,7,2,1
29,10,7,13,7,2,1
289,100,27,13,7,0,11
361,102,1,2,7,0,5
422,102,32,1,7,0,60
313,102,1,2,7,0,60
442,102,53,9,7,0,12
399,102,32,5,7,0,12
268,103,27,12,7,0,11
275,104,18,16,7,0,13
480,105,25,12,7,0,11
297,105,29,12,7,0,11
294,105,29,11,7,0,11
475,105,25,14,7,0,11
443,105,6,4,7,0,5
301,105,29,16,7,0,11
296,105,29,14,7,0,11
467,105,25,10,7,0,11
295,105,29,16,7,0,11
266,105,18,20,7,0,12
299,105,29,7,7,0,12
265,106,33,24,7,0,11
279,109,15,11,7,0,11
300,109,35,16,7,0,1
286,109,15,12,7,0,12
260,109,22,17,7,0,11
495,110,1,16,7,0,29
314,110,17,17,7,0,11
364,110,35,21,7,0,11
369,110,35,15,7,0,11
446,110,27,11,7,0,11
450,110,27,17,7,0,12
316,110,17,14,7,0,1
274,112,33,11,7,0,11
374,114,33,21,7,0,11
377,114,33,24,7,0,12
509,117,1,24,7,0,11
507,117,1,12,7,0,1
472,117,4,4,7,0,20
402,117,1,2,7,0,11
440,117,1,5,7,0,11
395,117,1,3,7,0,10
323,118,32,10,7,0,11
421,118,4,6,7,0,12
273,118,29,22,7,0,20
380,118,21,12,7,0,11
452,118,53,5,7,0,11
376,118,21,16,7,0,12
426,118,4,11,7,0,1
413,118,34,20,7,0,11
457,118,53,22,7,0,1
465,119,34,2,7,0,1
333,119,3,5,7,0,11
485,119,21,9,7,0,11
411,119,34,16,7,0,12
383,119,3,10,7,0,1
25,12,4,9,7,2,1
331,122,41,12,7,0,11
329,122,41,10,7,0,11
458,123,21,10,7,0,11
308,123,27,16,7,0,12
425,123,21,21,7,0,11
406,123,21,12,7,0,12
418,123,21,21,7,0,12
405,123,21,19,7,0,14
372,123,22,7,7,0,11
459,123,21,15,7,0,11
416,123,21,13,7,0,12
307,123,27,24,7,0,13
394,123,22,5,7,0,13
298,123,27,8,7,0,1
318,127,41,13,7,0,11
385,127,37,11,7,0,1
317,127,41,7,7,0,11
370,127,37,20,7,0,11
293,127,17,16,7,0,12
366,127,37,9,7,0,11
311,127,41,9,7,0,12
371,127,37,25,7,0,14
363,129,27,24,7,0,11
65,13,6,2,7,2,11
901,13,3,13,7,6,1
914,13,3,4,7,6,1
987,13,3,9,7,6,1
899,13,6,9,7,6,1
891,13,6,10,7,6,1
841,13,6,8,7,6,1
136,13,15,7,7,0,1
343,13,6,8,7,6,1
73,13,15,12,7,2,11
902,13,3,7,7,6,1
33,13,6,5,7,2,1
339,13,6,21,7,6,1
855,13,6,4,7,6,1
905,13,3,16,7,6,11
877,13,6,8,7,6,1
965,13,3,9,7,6,11
135,13,15,14,7,0,11
303,131,17,17,7,0,11
325,131,34,10,7,0,12
312,131,25,10,7,0,11
328,133,21,17,7,0,11
365,133,35,3,7,0,1
384,133,35,17,7,0,11
357,133,35,9,7,0,11
332,137,22,9,7,0,11
518,137,204,18,7,0,7
407,137,3,11,7,0,11
319,137,22,10,7,0,11
514,137,204,12,7,0,11
445,137,34,1,7,0,11
368,138,32,25,7,0,11
378,138,32,8,7,0,11
381,138,32,19,7,0,13
388,138,32,12,7,0,12
386,138,32,6,7,0,11
320,139,35,13,7,0,1
114,14,1,6,7,2,1
203,14,1,2,7,0,15
32,14,9,14,7,2,1
78,14,9,12,7,2,11
98,14,1,12,7,2,11
82,14,9,11,7,2,1
165,14,1,2,7,0,1
62,14,9,17,7,2,11
226,14,1,9,7,0,1
84,14,9,12,7,2,1
214,14,1,9,7,0,4
138,14,1,7,7,0,1
180,14,1,4,7,0,1
213,14,1,5,7,0,1
100,14,1,6,7,2,1
103,14,1,4,7,2,1
392,140,1,11,7,0,13
420,140,25,23,7,0,13
463,140,52,16,7,0,12
397,140,1,14,7,0,12
375,145,22,8,7,0,12
324,148,46,20,7,0,4
90,15,4,9,7,2,11
38,15,7,9,7,2,1
120,15,4,6,7,2,11
64,15,7,20,7,2,1
79,15,7,1,7,0,54
169,15,17,12,7,0,11
28,15,7,9,7,2,1
217,15,20,12,7,0,1
181,15,20,8,7,0,1
17,15,7,6,7,2,1
8,15,7,4,7,2,1
37,15,7,8,7,2,1
26,15,7,14,7,2,11
183,15,20,13,7,0,11
67,15,7,11,7,2,1
178,15,20,7,7,0,11
330,151,32,18,7,0,11
476,152,51,14,7,0,11
536,152,1,16,7,0,11
464,152,53,14,7,0,1
853,153,5,18,7,6,11
856,153,5,11,7,6,1
936,154,208,10,7,6,1
873,154,208,8,7,6,1
940,154,208,8,7,6,1
1001,154,210,5,7,6,1
878,154,208,8,7,6,1
929,154,208,10,7,6,1
875,154,208,7,7,6,1
928,154,208,8,7,6,1
956,154,210,13,7,6,1
1020,154,210,6,7,6,1
980,154,210,11,7,6,1
352,155,15,14,7,6,1
345,155,15,18,7,6,1
842,155,15,10,7,6,1
847,155,15,13,7,6,1
401,156,25,22,7,0,13
393,156,25,24,7,0,14
396,156,25,16,7,0,12
356,156,25,18,7,0,11
403,157,49,24,7,0,13
389,157,49,17,7,0,12
379,158,21,13,7,0,11
439,158,51,8,7,0,60
362,158,21,25,7,0,11
373,158,21,7,7,0,11
358,158,21,20,7,0,12
359,158,21,24,7,0,11
846,16,10,14,7,6,11
887,16,10,6,7,6,1
880,16,10,12,7,6,1
852,16,10,15,7,6,1
341,16,10,11,7,6,1
441,160,45,19,7,0,11
390,160,27,17,7,0,13
449,160,45,22,7,0,60
511,163,4,6,7,0,11
417,163,27,10,7,0,11
419,163,27,5,7,0,13
447,163,6,15,7,0,11
454,163,6,4,7,0,11
404,166,25,18,7,0,12
400,166,25,15,7,0,11
121,17,19,11,7,2,11
883,17,9,7,7,6,1
888,17,9,3,7,6,1
19,17,9,6,7,2,1
89,17,3,10,7,2,1
866,17,9,4,7,6,1
113,17,19,17,7,2,11
49,17,9,7,7,2,1
96,17,19,14,7,2,1
42,17,9,9,7,2,1
112,17,19,12,7,2,11
83,17,3,16,7,2,11
20,17,9,11,7,2,1
115,17,19,6,7,2,11
22,17,9,6,7,2,1
74,17,3,4,7,2,1
408,170,22,6,7,0,11
470,170,53,10,7,0,62
398,170,22,7,7,0,11
557,172,27,10,7,0,11
409,172,27,8,7,0,11
548,172,27,16,7,0,1
575,172,27,11,7,0,11
455,172,3,16,7,0,11
547,172,27,2,7,0,11
534,172,27,11,7,0,11
535,172,27,10,7,0,1
437,173,32,7,7,0,14
512,173,58,16,7,0,11
492,173,32,14,7,0,11
493,173,32,9,7,0,11
515,173,58,20,7,0,12
412,174,32,10,7,0,13
410,174,32,14,7,0,12
531,175,1,11,7,0,11
424,175,4,10,7,0,11
520,175,1,18,7,0,60
414,175,26,6,7,0,12
451,175,4,7,7,0,11
488,175,55,16,7,0,14
431,175,4,8,7,0,11
438,175,4,12,7,0,12
499,176,54,20,7,0,11
461,176,21,20,7,0,11
471,176,21,22,7,0,14
436,176,21,24,7,0,12
482,176,21,17,7,0,11
502,177,56,21,7,0,11
552,178,58,12,7,0,11
530,178,3,8,7,0,11
489,178,3,2,7,0,1
435,179,45,25,7,0,14
109,18,16,9,7,2,11
147,18,22,17,7,0,11
337,18,1,8,7,6,1
157,18,22,9,7,0,1
129,18,4,13,7,0,1
116,18,16,12,7,2,11
890,18,1,13,7,6,1
56,18,11,2,7,2,1
893,18,1,8,7,6,1
10,18,23,8,7,2,1
11,18,23,5,7,2,1
87,18,16,4,7,2,11
621,182,37,21,7,0,11
448,183,27,20,7,0,12
460,184,51,11,7,0,11
429,185,25,22,7,0,60
569,187,67,19,7,0,1
564,187,67,17,7,0,11
602,187,34,4,7,0,11
433,187,1,21,7,0,12
487,187,1,5,7,0,1
597,187,34,13,7,0,1
537,187,34,5,7,0,1
497,187,1,6,7,0,1
538,187,34,10,7,0,11
504,187,1,13,7,0,11
444,190,34,11,7,0,13
479,192,56,20,7,0,12
456,192,21,15,7,0,12
483,192,56,18,7,0,12
466,193,25,19,7,0,12
453,196,27,26,7,0,12
500,197,25,13,7,0,11
462,197,27,20,7,0,12
510,197,25,15,7,0,11
484,197,27,23,7,0,1
562,197,58,7,7,0,11
539,199,6,4,7,0,1
590,199,34,6,7,0,60
524,199,32,13,7,0,1
527,199,6,2,7,0,1
591,199,34,2,7,0,11
607,199,34,8,7,0,12
620,199,34,1,7,0,12
13,2,2,15,7,2,1
68,2,2,8,7,2,1
844,2,4,9,7,6,1
95,2,17,17,7,2,12
144,2,15,12,7,0,11
51,2,2,8,7,2,1
59,2,2,15,7,2,11
60,2,2,9,7,2,1
61,2,2,13,7,2,11
140,2,15,12,7,0,11
134,2,15,10,7,0,11
5,2,2,13,7,2,1
132,2,15,9,7,0,11
916,20,9,18,7,6,1
1036,20,6,11,7,6,11
910,20,9,2,7,6,1
978,20,6,3,7,6,1
1070,20,117,9,7,6,11
346,20,9,1,7,6,1
528,200,54,20,7,0,11
501,200,21,17,7,0,11
585,200,1,10,7,0,3
604,200,1,20,7,0,1
513,200,21,19,7,0,11
615,200,63,15,7,0,1
570,200,1,12,7,0,1
473,200,37,18,7,0,11
468,201,25,21,7,0,12
522,202,25,10,7,0,11
542,202,25,18,7,0,1
508,203,6,7,7,0,11
516,203,6,3,7,0,1
540,203,6,2,7,0,1
517,203,6,6,7,0,11
486,203,6,1,7,0,1
478,205,25,17,7,0,11
474,206,3,13,7,0,60
491,206,37,17,7,0,12
477,206,3,11,7,0,11
603,207,73,16,7,0,11
506,207,32,9,7,0,1
629,207,6,7,7,0,11
577,207,73,18,7,0,1
496,207,51,16,7,0,11
529,207,32,2,7,0,11
503,207,32,19,7,0,13
521,209,25,16,7,0,11
122,21,17,17,7,2,11
193,21,22,10,7,0,1
182,21,22,17,7,0,1
94,21,15,12,7,2,1
161,21,22,12,7,0,11
105,21,15,7,7,2,1
139,21,17,9,7,0,11
201,21,22,8,7,0,1
215,21,17,10,7,0,11
133,21,17,17,7,0,11
222,21,17,9,7,0,1
554,211,64,20,7,0,11
505,212,34,17,7,0,12
523,212,32,24,7,0,12
494,216,21,21,7,0,13
498,217,34,16,7,0,12
525,217,182,17,7,0,14
70,22,11,5,7,2,1
55,22,11,16,7,2,1
262,22,17,6,7,0,11
353,22,3,10,7,6,1
249,22,17,14,7,0,11
24,22,11,9,7,2,1
243,22,17,8,7,0,11
117,22,6,8,7,2,11
280,22,17,8,7,0,11
81,22,6,5,7,2,1
130,22,6,5,7,0,11
58,22,11,5,7,2,11
12,22,23,4,7,2,1
15,22,23,6,7,2,1
631,221,25,11,7,0,11
571,221,25,14,7,0,1
588,221,25,12,7,0,11
519,222,6,5,7,0,11
582,222,25,8,7,0,11
580,222,25,7,7,0,11
574,223,6,14,7,0,11
560,223,6,4,7,0,1
613,223,66,10,7,0,1
550,223,57,14,7,0,1
605,223,66,1,7,0,13
587,223,6,5,7,0,1
551,223,57,16,7,0,11
641,224,180,4,7,0,12
581,224,1,8,7,0,11
526,224,56,23,7,0,15
592,224,1,5,7,0,1
568,229,64,23,7,0,13
66,23,7,15,7,2,1
154,23,3,2,7,0,1
80,23,7,11,7,2,11
92,23,3,4,7,2,1
86,23,7,5,7,2,1
168,23,3,14,7,0,1
69,23,7,3,7,2,1
110,23,3,6,7,2,1
93,23,3,5,7,2,1
194,23,17,9,7,0,12
131,23,3,4,7,0,5
572,230,37,16,7,0,1
533,230,63,16,7,0,11
589,230,37,6,7,0,1
543,230,63,13,7,0,60
545,230,63,14,7,0,1
618,231,37,15,7,0,12
541,231,1,6,7,0,11
549,231,1,9,7,0,11
546,231,1,8,7,0,11
612,232,6,10,7,0,1
616,232,6,6,7,0,11
555,233,34,19,7,0,12
559,233,34,4,7,0,11
567,233,37,17,7,0,1
600,233,37,20,7,0,1
563,235,59,21,7,0,11
619,235,80,23,7,0,11
626,238,37,8,7,0,20
566,238,37,9,7,0,1
645,238,37,12,7,0,12
532,239,1,24,7,0,11
338,24,10,13,7,6,1
558,240,67,22,7,0,12
578,243,75,14,7,0,1
639,243,63,12,7,0,1
648,243,34,14,7,0,1
158,25,22,14,7,0,1
184,25,22,13,7,0,1
176,25,22,9,7,0,12
40,25,3,11,7,2,11
205,25,22,8,7,0,1
174,25,22,5,7,0,1
185,25,22,7,7,0,1
191,25,22,11,7,0,11
614,250,63,8,7,0,13
573,250,204,10,7,0,1
565,252,58,15,7,0,11
561,252,58,7,7,0,11
544,253,56,19,7,0,12
556,258,37,24,7,0,12
656,262,66,14,7,0,13
655,262,66,13,7,0,11
640,262,1,13,7,0,1
596,265,26,18,7,0,11
553,267,63,19,7,0,11
586,275,37,25,7,0,1
652,278,37,18,7,0,11
687,278,6,4,7,0,14
723,278,26,14,7,0,12
722,278,26,17,7,0,12
643,280,82,18,7,0,12
653,280,82,8,7,0,13
576,288,67,16,7,0,11
750,289,66,6,7,0,5
595,289,26,21,7,0,12
659,289,180,3,7,0,12
758,289,32,5,7,0,12
642,289,34,18,7,0,11
747,289,66,6,7,0,20
661,289,180,12,7,0,12
622,290,34,14,7,0,12
627,290,34,21,7,0,1
679,293,183,8,7,0,62
579,294,3,18,7,0,12
583,294,75,7,7,0,11
584,294,75,12,7,0,1
53,3,3,12,7,2,1
850,3,131,6,7,6,11
953,3,131,2,7,6,1
57,3,3,22,7,2,1
872,3,131,6,7,6,1
47,3,3,8,7,2,1
859,3,131,6,7,6,11
845,3,131,7,7,6,11
36,3,3,12,7,2,11
342,3,131,6,7,6,1
894,3,131,4,7,6,1
46,3,3,4,7,2,1
848,3,131,7,7,6,1
864,3,131,6,7,6,1
854,3,131,7,7,6,11
107,30,6,18,7,2,1
119,30,6,6,7,2,11
88,30,6,14,7,2,1
349,30,131,21,7,6,1
858,30,131,8,7,6,1
302,30,22,5,7,0,12
354,30,131,8,7,6,1
871,30,131,13,7,6,1
869,30,131,3,7,6,1
76,30,6,8,7,2,1
868,30,131,3,7,6,1
879,30,131,13,7,6,1
72,30,6,13,7,2,1
662,304,187,5,7,0,7
674,304,187,11,7,0,1
663,304,187,2,7,0,12
625,304,1,2,7,0,1
599,304,1,19,7,0,11
654,304,187,11,7,0,12
609,304,1,2,7,0,13
617,305,63,8,7,0,1
598,305,1,6,7,0,11
594,305,1,13,7,0,11
688,306,187,18,7,0,17
636,306,82,8,7,0,1
689,306,187,14,7,0,12
637,306,82,15,7,0,12
676,306,82,15,7,0,6
635,307,66,9,7,0,14
606,307,80,14,7,0,11
611,309,1,7,7,0,11
624,309,1,7,7,0,12
77,31,1,5,7,2,1
106,31,3,13,7,2,1
75,31,1,7,7,2,11
111,31,3,4,7,2,1
593,312,58,21,7,0,13
632,312,63,17,7,0,11
630,314,63,13,7,0,11
71,32,9,6,7,2,1
601,322,1,17,7,0,11
649,327,37,14,7,0,11
633,327,25,12,7,0,11
650,327,37,14,7,0,11
628,328,25,3,7,0,1
678,328,196,7,7,0,11
608,329,37,19,7,0,11
623,333,63,18,7,0,13
610,333,34,25,7,0,13
634,341,63,10,7,0,11
638,341,63,15,7,0,1
739,341,170,9,7,0,1
668,341,11,7,7,0,6
704,341,6,4,7,0,11
669,345,66,9,7,0,3
708,345,6,14,7,0,13
657,345,66,14,7,0,5
666,345,6,15,7,0,12
699,346,181,14,7,0,12
646,346,37,10,7,0,32
716,346,181,6,7,0,11
721,346,176,17,7,0,13
682,346,167,16,7,0,11
667,346,167,16,7,0,13
675,346,180,9,7,0,22
670,346,180,9,7,0,51
729,347,95,13,7,0,15
705,347,183,9,7,0,1
725,347,170,11,7,0,12
694,347,167,13,7,0,16
719,347,170,11,7,0,16
746,347,66,4,7,0,11
703,347,183,14,7,0,11
734,347,95,6,7,0,1
690,347,167,16,7,0,62
741,347,95,13,7,0,1
740,347,95,9,7,0,1
776,347,105,13,7,0,15
706,347,183,14,7,0,12
700,347,183,13,7,0,13
237,35,3,2,7,0,11
164,35,16,17,7,0,11
192,35,3,10,7,0,11
199,35,3,3,7,0,11
54,35,2,10,7,2,1
127,35,16,10,7,0,11
170,35,16,7,7,0,1
128,35,16,15,7,0,11
143,35,16,12,7,0,11
658,350,167,16,7,0,16
660,351,182,13,7,0,12
664,353,180,16,7,0,19
644,356,34,1,7,0,5
773,356,87,8,7,0,12
724,356,34,8,7,0,11
779,356,87,15,7,0,19
782,356,87,16,7,0,13
647,357,32,8,7,0,12
665,359,196,15,7,0,62
686,360,194,6,7,0,14
673,360,187,10,7,0,13
710,360,170,5,7,0,12
718,360,170,10,7,0,11
677,361,66,14,7,0,60
651,363,6,5,7,0,11
742,364,95,12,7,0,11
695,364,189,8,7,0,10
743,364,95,7,7,0,1
691,364,189,15,7,0,62
348,37,15,9,7,6,11
63,37,1,8,7,2,1
672,370,66,12,7,0,13
671,370,66,15,7,0,15
717,373,172,1,7,0,60
745,373,172,6,7,0,14
701,374,172,12,7,0,11
702,374,172,10,7,0,11
713,383,183,7,7,0,12
692,383,183,12,7,0,14
709,383,183,12,7,0,6
680,385,6,2,7,0,3
714,386,66,11,7,0,11
737,386,66,7,7,0,14
707,386,11,3,7,0,12
681,388,176,13,7,0,12
684,388,66,13,7,0,13
693,388,183,12,7,0,12
683,389,167,15,7,0,62
685,390,182,20,7,0,1
715,394,66,15,7,0,19
696,396,66,18,7,0,13
698,397,176,17,7,0,14
1093,4,214,14,7,6,1
41,4,1,2,7,2,1
355,4,6,3,7,6,1
911,4,6,4,7,6,1
6,4,4,9,7,2,1
990,4,1,13,7,6,11
1061,4,214,7,7,6,1
1120,4,117,7,7,6,1
992,4,1,12,7,6,1
843,4,6,5,7,6,1
1081,4,214,10,7,6,1
1108,4,117,9,7,6,1
9,4,4,12,7,2,1
91,4,4,19,7,2,1
962,4,1,9,7,6,1
1105,4,117,8,7,6,1
863,4,6,9,7,6,1
963,4,1,22,7,6,1
958,4,1,7,7,6,11
1080,4,214,7,7,6,1
1143,4,117,8,7,6,1
885,4,6,6,7,6,1
991,4,1,13,7,6,1
960,4,1,22,7,6,1
1125,4,117,3,7,7,1
1092,4,214,7,7,6,1
108,4,4,10,7,2,1
43,4,1,10,7,2,1
1003,4,1,11,7,6,1
711,401,94,12,7,0,11
770,403,105,13,7,0,11
752,403,6,10,7,0,12
712,403,170,10,7,0,11
697,404,66,17,7,0,91
751,404,32,4,7,0,17
735,408,170,12,7,0,11
720,408,170,4,7,0,3
728,408,170,10,7,0,13
736,408,170,10,7,0,13
148,41,17,12,7,0,11
760,418,170,5,7,0,12
733,418,172,14,7,0,11
101,42,3,10,7,2,1
102,42,3,6,7,2,11
104,42,3,8,7,2,1
85,42,3,16,7,2,1
732,427,172,13,7,0,14
808,427,128,7,7,0,16
769,427,105,16,7,0,11
738,427,167,16,7,0,15
118,43,7,6,7,2,1
123,43,7,3,7,2,1
731,430,95,13,7,0,12
744,430,95,15,7,0,12
754,431,95,12,7,0,13
727,434,176,16,7,0,14
730,435,6,4,7,0,51
772,437,87,11,7,0,1
223,44,20,9,7,0,1
241,44,27,18,7,0,12
261,44,27,19,7,0,12
145,44,16,11,7,0,1
232,44,27,9,7,0,11
267,44,27,17,7,0,11
224,44,27,11,7,0,11
234,44,27,12,7,0,1
152,44,16,13,7,0,1
239,44,27,12,7,0,1
141,44,16,9,7,0,1
755,440,32,12,7,0,11
726,448,98,21,7,0,115
775,456,87,14,7,0,12
756,475,170,1,7,0,7
784,475,105,7,7,0,5
777,476,6,9,7,0,5
766,476,6,11,7,0,5
774,477,32,16,7,0,19
771,479,118,9,7,0,11
783,479,118,3,7,1,15
749,481,170,14,7,0,15
753,482,170,14,7,0,19
238,49,15,11,7,0,11
166,49,17,8,7,0,11
264,49,15,13,7,0,11
272,49,15,10,7,0,11
151,49,17,5,7,0,11
204,49,3,12,7,0,11
259,49,15,7,7,0,11
254,49,15,8,7,0,11
748,494,107,12,7,0,1
765,496,105,6,7,0,14
48,5,4,7,7,2,1
39,5,4,8,7,2,1
44,5,4,7,7,2,11
35,5,1,5,7,2,1
14,5,1,8,7,2,1
159,50,21,14,7,0,11
230,50,29,13,7,0,20
142,50,21,18,7,0,1
811,501,128,12,7,0,13
781,501,105,6,7,0,1
808,501,128,7,7,0,16
804,501,105,14,7,0,11
792,501,105,18,7,0,53
759,501,66,9,7,0,13
763,501,66,7,7,0,12
761,501,66,8,7,0,45
809,509,113,25,7,0,1
809,513,113,25,7,0,1
786,514,113,23,7,0,1
757,518,113,12,7,0,1
800,528,109,6,7,0,1
768,528,109,13,7,0,1
794,538,113,16,7,0,1
762,541,66,11,7,0,13
206,55,15,12,7,0,1
326,55,25,6,7,0,1
282,55,6,10,7,0,1
189,55,15,15,7,0,1
322,55,25,7,7,0,11
202,55,15,11,7,0,11
156,55,17,9,7,0,11
198,55,15,11,7,0,11
209,55,22,11,7,0,1
820,554,128,4,7,0,17
787,554,105,4,7,0,13
225,56,6,10,7,0,11
172,56,19,17,7,0,1
229,56,6,7,7,0,4
160,56,19,7,7,0,11
269,56,17,13,7,0,11
146,56,19,13,7,0,11
188,56,6,9,7,0,1
126,56,19,13,7,0,11
149,56,19,12,7,0,1
212,57,1,5,7,0,1
246,57,1,8,7,0,11
271,57,1,8,7,0,1
304,57,32,10,7,0,11
764,572,95,16,7,0,14
767,577,6,12,7,0,12
792,577,105,18,7,0,53
816,577,105,12,7,0,14
795,577,105,7,7,0,12
777,578,6,9,7,0,5
796,578,6,5,7,0,15
788,580,105,17,7,0,14
806,581,118,16,7,0,15
825,589,105,19,7,0,12
780,590,118,6,7,0,18
818,592,113,23,7,0,1
21,6,3,12,7,2,1
23,6,3,13,7,2,1
789,607,105,15,7,0,16
785,607,105,7,7,0,111
778,613,113,28,7,0,1
779,617,87,15,7,0,19
124,62,18,21,7,0,13
805,620,6,11,7,0,15
830,626,141,9,7,0,11
831,627,154,15,7,0,17
832,627,154,20,7,0,16
807,627,105,20,7,0,16
810,627,6,8,7,0,14
245,63,25,15,7,0,11
162,63,15,12,7,0,11
171,63,15,15,7,0,11
240,63,25,12,7,0,12
177,63,16,19,7,0,13
186,63,6,9,7,0,1
236,63,25,13,7,0,1
137,63,7,9,7,0,1
233,63,25,14,7,0,11
802,632,128,19,7,0,109
790,638,105,19,7,0,16
228,64,27,17,7,0,11
163,64,15,15,7,0,12
218,64,21,8,7,0,1
256,64,28,21,7,0,14
791,640,105,19,7,0,14
812,640,105,9,7,0,12
824,641,6,6,7,0,13
838,642,51,2,7,0,48
798,643,105,7,7,0,12
792,644,105,18,7,0,53
816,644,105,12,7,0,14
801,644,105,11,7,0,12
803,648,131,6,7,0,13
263,65,32,19,7,0,12
